perm,rf,rf_shap,variable,wv_rf,xgb,xgb_shap,task
0.0037198419982421055,0.0025666566314425233,0.0056432096158369645,fBodyAccJerk-max()-Y,1.524606347507618,0.000735331152100116,0.016898760572075844,clf
0.0010651080665465297,0.0013153085608361276,0.0063176078938671065,fBodyAccJerk-max()-Z,0.2545050536027544,0.000636725511867553,0.00247136945836246,clf
0.00032977349782877284,0.00012346376573466115,0.0005014670767820243,fBodyAccJerk-min()-X,0.06751387675194667,0.0006865984760224817,0.000568264746107161,clf
0.00024706972725731274,0.00014091013339664974,0.0003225942833577734,fBodyAccJerk-min()-Y,0.06276182393307443,0.0005951796774752437,0.00047018870827741926,clf
0.00022427524273195825,0.00014011037294189404,0.00036014037709646766,fBodyAccJerk-min()-Z,0.11772677144803236,0.0008454754715785384,0.000567066774237901,clf
0.0014751661478005055,0.003003240351551479,0.007810178642618031,fBodyAccJerk-sma(),4.119685738747816,5.77920836803969e-05,0.00022087695833761245,clf
0.006021335543065561,0.007006212054055758,0.015884985234652906,fBodyAccJerk-energy()-X,3.368897912512573,0.0,0.0,clf
0.003961710127803204,0.003667637308982121,0.0060209221365592255,fBodyAccJerk-energy()-Y,2.4383509190350745,0.0,0.0,clf
0.002002145672930468,0.0016835259249754972,0.0073268775044656904,fBodyAccJerk-energy()-Z,0.3431451545670656,0.0,0.0,clf
0.004930313316657435,0.0023042503321848984,0.012629881284058337,fBodyAccJerk-iqr()-X,0.14504301137853332,0.0004063416854478419,0.00033829652238637214,clf
